"","UniProt_Name","protein.ids","majority.protein.ids","peptide.counts..all.","peptide.counts..razor.unique.","peptide.counts..unique.","fasta.headers","number.of.proteins","peptides","razor...unique.peptides","unique.peptides"
"3735","Q9H857;H7C519","Q9H857;H7C519","Q9H857;H7C519","4;2","4;2","4;2","5-nucleotidase domain-containing protein 2;5-nucleotidase domain-containing protein 2 (Fragment)",2,4,4,4
"3736","Q9H8H0;J3QLQ6;J3QR28","Q9H8H0;J3QLQ6;J3QR28","Q9H8H0","3;1;1","3;1;1","3;1;1","Nucleolar protein 11",3,3,3,3
"3737","Q9H8L6;V9GYS9;V9GY43;R4GMY6","Q9H8L6;V9GYS9;V9GY43;R4GMY6","Q9H8L6;V9GYS9","5;3;2;1","5;3;2;1","5;3;2;1","Multimerin-2;Multimerin-2 (Fragment)",4,5,5,5
"3738","Q9H8Y8","Q9H8Y8","Q9H8Y8","12","12","12","Golgi reassembly-stacking protein 2",1,12,12,12
"3739","Q9H936;K4DIB6;K4DIB3;K4DIB8;K4DIA8;E9PS95;A0A0D9SEI9;A0A0D9SFE1;E9PJH7;A0A0D9SFA8;K4DIB0;K4DIA2;A0A0D9SG84;E9PI74;E9PQ36;Q9H1K4;K4DIB4;E9PJY0;A0A0A6YYN8","Q9H936;K4DIB6;K4DIB3;K4DIB8;K4DIA8;E9PS95;A0A0D9SEI9;A0A0D9SFE1;E9PJH7;A0A0D9SFA8;K4DIB0;K4DIA2;A0A0D9SG84;E9PI74;E9PQ36;Q9H1K4;K4DIB4;E9PJY0;A0A0A6YYN8","Q9H936;K4DIB6;K4DIB3;K4DIB8;K4DIA8;E9PS95;A0A0D9SEI9;A0A0D9SFE1;E9PJH7;A0A0D9SFA8;K4DIB0;K4DIA2;A0A0D9SG84;E9PI74;E9PQ36;Q9H1K4","4;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;1;1;1","4;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;1;1;1","4;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;1;1;1","Mitochondrial glutamate carrier 1;Mitochondrial glutamate carrier 1 (Fragment);Mitochondrial glutamate carrier 1 (Fragment);Mitochondrial glutamate carrier 1 (Fragment);Mitochondrial glutamate carrier 1 (Fragment);Mitochondrial glutamate carrier 1 (Fragmen",19,4,4,4
"3740","Q9H993","Q9H993","Q9H993","2","2","2","Damage-control phosphatase ARMT1",1,2,2,2
"3741","Q9H9B4;D6RFI0;D6RDG7;S4R2X2;D6RAE9;H0Y9J5","Q9H9B4;D6RFI0;D6RDG7;S4R2X2;D6RAE9;H0Y9J5","Q9H9B4;D6RFI0;D6RDG7;S4R2X2","12;7;6;6;4;1","12;7;6;6;4;1","12;7;6;6;4;1","Sideroflexin-1;Sideroflexin-1 (Fragment);Sideroflexin-1 (Fragment);Sideroflexin-1",6,12,12,12
"3742","Q9H9G7","Q9H9G7","Q9H9G7","5","2","2","Protein argonaute-3",1,5,2,2
"3743","Q9H9J2","Q9H9J2","Q9H9J2","4","4","4","39S ribosomal protein L44, mitochondrial",1,4,4,4
"3744","Q9HA77;A0A087WWV1;H0YFF0","Q9HA77;A0A087WWV1;H0YFF0","Q9HA77","4;1;1","4;1;1","4;1;1","Probable cysteine--tRNA ligase, mitochondrial",3,4,4,4
"3745","Q9HAB8;Q5VVM3","Q9HAB8;Q5VVM3","Q9HAB8;Q5VVM3","2;1","2;1","2;1","Phosphopantothenate--cysteine ligase;Phosphopantothenate--cysteine ligase",2,2,2,2
"3746","Q9HAN9;B1AN62","Q9HAN9;B1AN62","Q9HAN9;B1AN62","2;1","2;1","2;1","Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1;Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1",2,2,2,2
"3747","Q9HAT2","Q9HAT2","Q9HAT2","3","3","3","Sialate O-acetylesterase",1,3,3,3
"3748","Q9HAV0;C9JD14;H7C5J5","Q9HAV0;C9JD14;H7C5J5","Q9HAV0;C9JD14","8;4;2","2;1;1","2;1;1","Guanine nucleotide-binding protein subunit beta-4;Guanine nucleotide-binding protein subunit beta-4 (Fragment)",3,8,2,2
"3749","Q9HAV4;E2QRM3;H0Y3Q8;H0Y3W3","Q9HAV4;E2QRM3;H0Y3Q8;H0Y3W3","Q9HAV4","7;2;1;1","7;2;1;1","7;2;1;1","Exportin-5",4,7,7,7
"3750","Q9HAV7","Q9HAV7","Q9HAV7","2","2","2","GrpE protein homolog 1, mitochondrial",1,2,2,2
"3751","Q9HB40","Q9HB40","Q9HB40","1","1","1","Retinoid-inducible serine carboxypeptidase",1,1,1,1
"3752","Q9HB71;B2ZWH1","Q9HB71;B2ZWH1","Q9HB71","4;1","4;1","4;1","Calcyclin-binding protein",2,4,4,4
"3753","Q9HB90;Q9NQL2","Q9HB90;Q9NQL2","Q9HB90;Q9NQL2","1;1","1;1","1;1","Ras-related GTP-binding protein C;Ras-related GTP-binding protein D",2,1,1,1
"3754","Q9HBH5","Q9HBH5","Q9HBH5","4","4","4","Retinol dehydrogenase 14",1,4,4,4
"3755","Q9HBI1;A0A087WZB5;B0QYP8","Q9HBI1;A0A087WZB5;B0QYP8","Q9HBI1;A0A087WZB5","3;2;1","1;1;1","1;1;1","Beta-parvin;Beta-parvin",3,3,1,1
"3756","Q9HBR0;I3L0Q8;H0YF92","Q9HBR0;I3L0Q8;H0YF92","Q9HBR0;I3L0Q8;H0YF92","5;3;3","5;3;3","5;3;3","Putative sodium-coupled neutral amino acid transporter 10;Putative sodium-coupled neutral amino acid transporter 10 (Fragment);Putative sodium-coupled neutral amino acid transporter 10 (Fragment)",3,5,5,5
"3757","Q9HC07;V9GY93;V9GYC8;D6RBL0;D6RD79","Q9HC07;V9GY93;V9GYC8;D6RBL0;D6RD79","Q9HC07;V9GY93","5;3;1;1;1","5;3;1;1;1","5;3;1;1;1","Transmembrane protein 165;GDT1 family protein (Fragment)",5,5,5,5
"3758","Q9HC35;B5MBZ0","Q9HC35;B5MBZ0","Q9HC35;B5MBZ0","15;14","15;14","15;14","Echinoderm microtubule-associated protein-like 4;Echinoderm microtubule-associated protein-like 4",2,15,15,15
"3759","Q9HCC0;D6RD67;D6RDF7;D6R9R1;A0A0G2JM88","Q9HCC0;D6RD67;D6RDF7;D6R9R1;A0A0G2JM88","Q9HCC0;D6RD67;D6RDF7","11;6;6;4;3","11;6;6;4;3","11;6;6;4;3","Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial;Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial (Fragment);Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",5,11,11,11
"3760","Q9HCD5;Q5JY17","Q9HCD5;Q5JY17","Q9HCD5;Q5JY17","8;4","8;4","8;4","Nuclear receptor coactivator 5;Nuclear receptor coactivator 5 (Fragment)",2,8,8,8
"3761","Q9HCE1;Q5JR04","Q9HCE1;Q5JR04","Q9HCE1;Q5JR04","19;18","19;18","19;18","Helicase MOV-10;Helicase MOV-10",2,19,19,19
"3762","Q9HCJ6","Q9HCJ6","Q9HCJ6","2","2","2","Synaptic vesicle membrane protein VAT-1 homolog-like",1,2,2,2
"3763","Q9HCN8","Q9HCN8","Q9HCN8","2","2","2","Stromal cell-derived factor 2-like protein 1",1,2,2,2
"3765","Q9HCS7","Q9HCS7","Q9HCS7","4","4","4","Pre-mRNA-splicing factor SYF1",1,4,4,4
"3766","Q9HCU5;B5MC98;H7C2N7;H7C0W3","Q9HCU5;B5MC98;H7C2N7;H7C0W3","Q9HCU5;B5MC98","5;3;2;1","5;3;2;1","5;3;2;1","Prolactin regulatory element-binding protein;Prolactin regulatory element-binding protein",4,5,5,5
"3767","Q9HD20;H7C3H2","Q9HD20;H7C3H2","Q9HD20","22;5","22;5","22;5","Manganese-transporting ATPase 13A1",2,22,22,22
"3768","Q9HD26;A0A0J9YVX5;F5H1Y4","Q9HD26;A0A0J9YVX5;F5H1Y4","Q9HD26;A0A0J9YVX5;F5H1Y4","2;1;1","2;1;1","2;1;1","Golgi-associated PDZ and coiled-coil motif-containing protein;Uncharacterized protein (Fragment);Golgi-associated PDZ and coiled-coil motif containing protein transcript variant 3",3,2,2,2
"3769","Q9HD33","Q9HD33","Q9HD33","5","5","5","39S ribosomal protein L47, mitochondrial",1,5,5,5
"3770","Q9HD45;Q5TB53","Q9HD45;Q5TB53","Q9HD45;Q5TB53","9;7","9;7","9;7","Transmembrane 9 superfamily member 3;Transmembrane 9 superfamily member (Fragment)",2,9,9,9
"3771","Q9HDC9;H0Y512","Q9HDC9;H0Y512","Q9HDC9;H0Y512","17;15","17;15","17;15","Adipocyte plasma membrane-associated protein;Adipocyte plasma membrane-associated protein (Fragment)",2,17,17,17
"3772","Q9NP58","Q9NP58","Q9NP58","1","1","1","ATP-binding cassette sub-family B member 6, mitochondrial",1,1,1,1
"3773","Q9NP61;H0Y6A0;B0QYV8","Q9NP61;H0Y6A0;B0QYV8","Q9NP61;H0Y6A0","4;2;1","4;2;1","4;2;1","ADP-ribosylation factor GTPase-activating protein 3;ADP-ribosylation factor GTPase-activating protein 3 (Fragment)",3,4,4,4
"3774","Q9NP72;A0A087X163;Q5W0J0;H0Y6T8","Q9NP72;A0A087X163;Q5W0J0;H0Y6T8","Q9NP72;A0A087X163;Q5W0J0;H0Y6T8","6;5;4;3","6;5;4;3","6;5;4;3","Ras-related protein Rab-18;Ras-related protein Rab-18;Ras-related protein Rab-18;Ras-related protein Rab-18 (Fragment)",4,6,6,6
"3775","Q9NP92","Q9NP92","Q9NP92","3","3","3","39S ribosomal protein S30, mitochondrial",1,3,3,3
"3776","Q9NPA0;H0YDX2;H0YDT8","Q9NPA0;H0YDX2;H0YDT8","Q9NPA0;H0YDX2;H0YDT8","3;2;2","3;2;2","3;2;2","ER membrane protein complex subunit 7;ER membrane protein complex subunit 7 (Fragment);ER membrane protein complex subunit 7 (Fragment)",3,3,3,3
"3777","Q9NPF4;G3V445","Q9NPF4;G3V445","Q9NPF4;G3V445","5;3","5;3","5;3","Probable tRNA N6-adenosine threonylcarbamoyltransferase;Probable tRNA N6-adenosine threonylcarbamoyltransferase (Fragment)",2,5,5,5
"3778","Q9NPG4","Q9NPG4","Q9NPG4","2","2","2","Protocadherin-12",1,2,2,2
"3779","Q9NPH2;J3QS51","Q9NPH2;J3QS51","Q9NPH2","3;1","3;1","3;1","Inositol-3-phosphate synthase 1",2,3,3,3
"3780","Q9NPJ3","Q9NPJ3","Q9NPJ3","2","2","2","Acyl-coenzyme A thioesterase 13",1,2,2,2
"3781","Q9NPQ8;H0YEN0;H0YE35;E9PSI0;E9PLE5;H0YC88;E9PI04;B7WPL0;Q9NVN3","Q9NPQ8;H0YEN0;H0YE35;E9PSI0;E9PLE5;H0YC88;E9PI04;B7WPL0;Q9NVN3","Q9NPQ8;H0YEN0","8;4;2;2;1;1;1;1;1","8;4;2;2;1;1;1;1;1","8;4;2;2;1;1;1;1;1","Synembryn-A;Synembryn-A (Fragment)",9,8,8,8
"3782","Q9NPY3","Q9NPY3","Q9NPY3","8","8","8","Complement component C1q receptor",1,8,8,8
"3783","Q9NQ29;F8WBC1;F2Z322","Q9NQ29;F8WBC1;F2Z322","Q9NQ29","5;1;1","1;1;1","1;1;1","Putative RNA-binding protein Luc7-like 1",3,5,1,1
"3784","Q9NQ50","Q9NQ50","Q9NQ50","3","3","3","39S ribosomal protein L40, mitochondrial",1,3,3,3
"3785","Q9NQ88","Q9NQ88","Q9NQ88","2","2","2","Fructose-2,6-bisphosphatase TIGAR",1,2,2,2
"3786","Q9NQC3;F8W914;H7C106;A0A0U1RQR6","Q9NQC3;F8W914;H7C106;A0A0U1RQR6","Q9NQC3;F8W914;H7C106","10;9;6;4","10;9;6;4","10;9;6;4","Reticulon-4;Reticulon;Reticulon (Fragment)",4,10,10,10
"3787","Q9NQG5;A2A2M0;E9PQF3;E9PIQ9","Q9NQG5;A2A2M0;E9PQF3;E9PIQ9","Q9NQG5","6;2;1;1","6;2;1;1","6;2;1;1","Regulation of nuclear pre-mRNA domain-containing protein 1B",4,6,6,6
"3788","Q9NQT5","Q9NQT5","Q9NQT5","2","2","2","Exosome complex component RRP40",1,2,2,2
"3789","Q9NQT8;E7ERX9","Q9NQT8;E7ERX9","Q9NQT8;E7ERX9","5;3","5;3","5;3","Kinesin-like protein KIF13B;Kinesin-like protein",2,5,5,5
"3790","Q9NQW7;Q5T6H7;Q5T6H2;Q5T6H3;A0A2R8YCE9;A0A2R8Y4U7;E9PFW2;A0A2R8Y524;O00462","Q9NQW7;Q5T6H7;Q5T6H2;Q5T6H3;A0A2R8YCE9;A0A2R8Y4U7;E9PFW2;A0A2R8Y524;O00462","Q9NQW7;Q5T6H7","11;10;4;3;1;1;1;1;1","11;10;4;3;1;1;1;1;1","11;10;4;3;1;1;1;1;1","Xaa-Pro aminopeptidase 1;Xaa-Pro aminopeptidase 1",9,11,11,11
"3791","Q9NQZ2","Q9NQZ2","Q9NQZ2","2","2","2","Something about silencing protein 10",1,2,2,2
"3792","Q9NR12;D6RF83;H7BYK4;D6RAN1","Q9NR12;D6RF83;H7BYK4;D6RAN1","Q9NR12","17;6;5;2","17;6;5;2","11;0;0;0","PDZ and LIM domain protein 7",4,17,17,11
"3793","Q9NR19;F8WDJ9;F8WCJ4;C9JXD9;C9J7L5;C9IYL0;B4DEH9;C9JY31","Q9NR19;F8WDJ9;F8WCJ4;C9JXD9;C9J7L5;C9IYL0;B4DEH9;C9JY31","Q9NR19","6;1;1;1;1;1;1;1","6;1;1;1;1;1;1;1","6;1;1;1;1;1;1;1","Acetyl-coenzyme A synthetase, cytoplasmic",8,6,6,6
"3794","Q9NR28","Q9NR28","Q9NR28","1","1","1","Diablo homolog, mitochondrial",1,1,1,1
"3795","Q9NR30","Q9NR30","Q9NR30","24","24","22","Nucleolar RNA helicase 2",1,24,24,22
"3796","Q9NR31;Q9Y6B6;X1WI22;D6RAA2;H0Y5E8;Q5SQT8;D6RDB2;D6RD69;Q9H029","Q9NR31;Q9Y6B6;X1WI22;D6RAA2;H0Y5E8;Q5SQT8;D6RDB2;D6RD69;Q9H029","Q9NR31;Q9Y6B6;X1WI22;D6RAA2;H0Y5E8;Q5SQT8;D6RDB2;D6RD69","4;3;2;2;2;2;2;2;1","4;3;2;2;2;2;2;2;1","4;3;2;2;2;2;2;2;1","GTP-binding protein SAR1a;GTP-binding protein SAR1b;GTP-binding protein SAR1a (Fragment);GTP-binding protein SAR1b (Fragment);GTP-binding protein SAR1a (Fragment);GTP-binding protein SAR1a;GTP-binding protein SAR1b;GTP-binding protein SAR1b (Fragment)",9,4,4,4
"3797","Q9NR45;Q5TBR0;Q5TBR1","Q9NR45;Q5TBR0;Q5TBR1","Q9NR45","12;4;3","12;4;3","12;4;3","Sialic acid synthase",3,12,12,12
"3798","Q9NR50;H0Y580","Q9NR50;H0Y580","Q9NR50;H0Y580","3;2","3;2","3;2","Translation initiation factor eIF-2B subunit gamma;Translation initiation factor eIF-2B subunit gamma (Fragment)",2,3,3,3
"3799","Q9NRF8","Q9NRF8","Q9NRF8","2","2","2","CTP synthase 2",1,2,2,2
"3800","Q9NRG9;H3BU82;F8VZ44;F8VUB6","Q9NRG9;H3BU82;F8VZ44;F8VUB6","Q9NRG9;H3BU82;F8VZ44","4;3;3;1","4;3;3;1","4;3;3;1","Aladin;Aladin (Fragment);Aladin",4,4,4,4
"3801","Q9NRK6","Q9NRK6","Q9NRK6","10","9","9","ATP-binding cassette sub-family B member 10, mitochondrial",1,10,9,9
"3802","Q9NRL2","Q9NRL2","Q9NRL2","1","1","1","Bromodomain adjacent to zinc finger domain protein 1A",1,1,1,1
"3803","Q9NRQ2;C9J916;E9PHR9;C9J6E1","Q9NRQ2;C9J916;E9PHR9;C9J6E1","Q9NRQ2;C9J916;E9PHR9;C9J6E1","2;1;1;1","2;1;1;1","2;1;1;1","Phospholipid scramblase 4;Phospholipid scramblase (Fragment);Phospholipid scramblase;Phospholipid scramblase (Fragment)",4,2,2,2
"3804","Q9NRW3","Q9NRW3","Q9NRW3","1","1","1","DNA dC->dU-editing enzyme APOBEC-3C",1,1,1,1
"3805","Q9NRY4","Q9NRY4","Q9NRY4","2","2","2","Rho GTPase-activating protein 35",1,2,2,2
"3806","Q9NRY5;E5RK42;E5RHP2;E5RHI8;E5RFK2;E5RGF9;E7ESJ7","Q9NRY5;E5RK42;E5RHP2;E5RHI8;E5RFK2;E5RGF9;E7ESJ7","Q9NRY5;E5RK42;E5RHP2;E5RHI8;E5RFK2;E5RGF9;E7ESJ7","2;1;1;1;1;1;1","2;1;1;1;1;1;1","2;1;1;1;1;1;1","Protein FAM114A2;Protein FAM114A2 (Fragment);Protein FAM114A2 (Fragment);Protein FAM114A2 (Fragment);Protein FAM114A2 (Fragment);Protein FAM114A2 (Fragment);Protein FAM114A2",7,2,2,2
"3807","Q9NRZ5;H0Y5R3","Q9NRZ5;H0Y5R3","Q9NRZ5;H0Y5R3","4;2","4;2","4;2","1-acyl-sn-glycerol-3-phosphate acyltransferase delta;1-acyl-sn-glycerol-3-phosphate acyltransferase delta (Fragment)",2,4,4,4
"3808","Q9NRZ7","Q9NRZ7","Q9NRZ7","3","3","3","1-acyl-sn-glycerol-3-phosphate acyltransferase gamma",1,3,3,3
"3809","Q9NS69","Q9NS69","Q9NS69","3","3","3","Mitochondrial import receptor subunit TOM22 homolog",1,3,3,3
"3810","Q9NSD9","Q9NSD9","Q9NSD9","19","19","19","Phenylalanine--tRNA ligase beta subunit",1,19,19,19
"3811","Q9NSE4","Q9NSE4","Q9NSE4","24","24","24","Isoleucine--tRNA ligase, mitochondrial",1,24,24,24
"3812","Q9NT62;F8WDI0;C9JNW8","Q9NT62;F8WDI0;C9JNW8","Q9NT62","3;1;1","3;1;1","3;1;1","Ubiquitin-like-conjugating enzyme ATG3",3,3,3,3
"3813","Q9NTI5;A9IYQ1","Q9NTI5;A9IYQ1","Q9NTI5;A9IYQ1","6;3","6;3","6;3","Sister chromatid cohesion protein PDS5 homolog B;Sister chromatid cohesion protein PDS5 homolog B (Fragment)",2,6,6,6
"3814","Q9NTX5;H0Y5L2;H0YCS9;H0Y525;J3KP84;E9PPG7;E9PRU6;F2Z2D6;E9PJS8;E9PLY6","Q9NTX5;H0Y5L2;H0YCS9;H0Y525;J3KP84;E9PPG7;E9PRU6;F2Z2D6;E9PJS8;E9PLY6","Q9NTX5;H0Y5L2","5;3;2;1;1;1;1;1;1;1","5;3;2;1;1;1;1;1;1;1","5;3;2;1;1;1;1;1;1;1","Ethylmalonyl-CoA decarboxylase;Ethylmalonyl-CoA decarboxylase (Fragment)",10,5,5,5
"3815","Q9NTZ6;A6PVI1;A6PVI0;Q5JX62","Q9NTZ6;A6PVI1;A6PVI0;Q5JX62","Q9NTZ6","9;1;1;1","9;1;1;1","9;1;1;1","RNA-binding protein 12",4,9,9,9
"3816","Q9NU22;Q5T795","Q9NU22;Q5T795","Q9NU22;Q5T795","2;1","2;1","2;1","Midasin;Midasin (Fragment)",2,2,2,2
"3817","Q9NUJ1","Q9NUJ1","Q9NUJ1","3","3","3","Mycophenolic acid acyl-glucuronide esterase, mitochondrial",1,3,3,3
"3818","Q9NUL5;K7EML3;K7EMS9","Q9NUL5;K7EML3;K7EMS9","Q9NUL5;K7EML3;K7EMS9","4;2;2","4;2;2","4;2;2","Shiftless antiviral inhibitor of ribosomal frameshifting protein;Shiftless antiviral inhibitor of ribosomal frameshifting protein (Fragment);Shiftless antiviral inhibitor of ribosomal frameshifting protein",3,4,4,4
"3819","Q9NUQ2","Q9NUQ2","Q9NUQ2","3","3","3","1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon",1,3,3,3
"3820","Q9NUQ6;B8ZZZ7;F8VZ02;C9JGM8;F8W6C2;C9JKE4;F8VT91;C9JW67;F2Z2S1;Q4ZFW0;F8WAV0;C9IZC3;C9J8M7;H7C2G5","Q9NUQ6;B8ZZZ7;F8VZ02;C9JGM8;F8W6C2;C9JKE4;F8VT91;C9JW67;F2Z2S1;Q4ZFW0;F8WAV0;C9IZC3;C9J8M7;H7C2G5","Q9NUQ6;B8ZZZ7","9;8;4;4;4;3;3;3;2;1;1;1;1;1","9;8;4;4;4;3;3;3;2;1;1;1;1;1","9;8;4;4;4;3;3;3;2;1;1;1;1;1","SPATS2-like protein;DNA polymerase-transactivated protein 6, isoform CRA_b",14,9,9,9
"3821","Q9NUQ7;D6RGX2;D6RB53;D6RA67;H0YA18;D6R9J7;H0Y9B0","Q9NUQ7;D6RGX2;D6RB53;D6RA67;H0YA18;D6R9J7;H0Y9B0","Q9NUQ7;D6RGX2;D6RB53;D6RA67;H0YA18","4;3;2;2;2;1;1","4;3;2;2;2;1;1","4;3;2;2;2;1;1","Ufm1-specific protease 2;Ufm1-specific protease 2;Ufm1-specific protease 2;Ufm1-specific protease 2 (Fragment);Ufm1-specific protease 2 (Fragment)",7,4,4,4
"3822","Q9NUQ8","Q9NUQ8","Q9NUQ8","3","3","3","ATP-binding cassette sub-family F member 3",1,3,3,3
"3823","Q9NUV9;G5E9W9;C9IZQ3;B4DH95;Q6P9H5","Q9NUV9;G5E9W9;C9IZQ3;B4DH95;Q6P9H5","Q9NUV9;G5E9W9","6;4;2;1;1","6;4;2;1;1","6;4;2;1;1","GTPase IMAP family member 4;GTPase IMAP family member 4",5,6,6,6
"3824","Q9NV31","Q9NV31","Q9NV31","1","1","1","U3 small nucleolar ribonucleoprotein protein IMP3",1,1,1,1
"3825","Q9NV56","Q9NV56","Q9NV56","1","1","1","MRG/MORF4L-binding protein",1,1,1,1
"3826","Q9NV70","Q9NV70","Q9NV70","3","3","3","Exocyst complex component 1",1,3,3,3
"3827","Q9NV96","Q9NV96","Q9NV96","4","4","4","Cell cycle control protein 50A",1,4,4,4
"3828","Q9NVD7;E9PS97","Q9NVD7;E9PS97","Q9NVD7;E9PS97","7;4","7;4","5;4","Alpha-parvin;Alpha-parvin (Fragment)",2,7,7,5
"3829","Q9NVH0;C9JLF4","Q9NVH0;C9JLF4","Q9NVH0","4;1","4;1","4;1","Exonuclease 3-5 domain-containing protein 2",2,4,4,4
"3830","Q9NVH1;B1AK20;Q5TH61","Q9NVH1;B1AK20;Q5TH61","Q9NVH1","6;2;2","6;2;2","6;2;2","DnaJ homolog subfamily C member 11",3,6,6,6
"3831","Q9NVH2;A0A087WXK3","Q9NVH2;A0A087WXK3","Q9NVH2;A0A087WXK3","2;1","2;1","2;1","Integrator complex subunit 7;Integrator complex subunit 7 (Fragment)",2,2,2,2
"3832","Q9NVH6","Q9NVH6","Q9NVH6","1","1","1","Trimethyllysine dioxygenase, mitochondrial",1,1,1,1
"3833","Q9NVI7;Q5T2N8;Q5SV16","Q9NVI7;Q5T2N8;Q5SV16","Q9NVI7","9;3;2","9;3;2","3;1;1","ATPase family AAA domain-containing protein 3A",3,9,9,3
"3834","Q9NVJ2;Q96BM9","Q9NVJ2;Q96BM9","Q9NVJ2;Q96BM9","2;1","2;1","2;1","ADP-ribosylation factor-like protein 8B;ADP-ribosylation factor-like protein 8A",2,2,2,2
"3835","Q9NVM9;H0YH12;F5H5W1;F5H457","Q9NVM9;H0YH12;F5H5W1;F5H457","Q9NVM9;H0YH12","4;2;1;1","4;2;1;1","4;2;1;1","Integrator complex subunit 13;Integrator complex subunit 13 (Fragment)",4,4,4,4
"3836","Q9NVP1;H7C452","Q9NVP1;H7C452","Q9NVP1","4;1","4;1","4;1","ATP-dependent RNA helicase DDX18",2,4,4,4
"3837","Q9NVV4","Q9NVV4","Q9NVV4","1","1","1","Poly(A) RNA polymerase, mitochondrial",1,1,1,1
"3838","Q9NVZ3;D6RB24;D6RAN6;F6SKB8;H0Y970","Q9NVZ3;D6RB24;D6RAN6;F6SKB8;H0Y970","Q9NVZ3;D6RB24","5;3;2;2;1","5;3;2;2;1","5;3;2;2;1","Adaptin ear-binding coat-associated protein 2;Adaptin ear-binding coat-associated protein 2",5,5,5,5
"3839","Q9NW13;C9JE21;C9JAA9","Q9NW13;C9JE21;C9JAA9","Q9NW13","6;2;1","6;2;1","6;2;1","RNA-binding protein 28",3,6,6,6
"3840","Q9NW15;C9JH90;H7C3N6;C9J670;C9IZD0;C9JA49;C9IYD3;C9JQC9;C9JPY2","Q9NW15;C9JH90;H7C3N6;C9J670;C9IZD0;C9JA49;C9IYD3;C9JQC9;C9JPY2","Q9NW15","11;4;3;3;2;2;2;2;2","11;4;3;3;2;2;2;2;2","11;4;3;3;2;2;2;2;2","Anoctamin-10",9,11,11,11
"3841","Q9NW64;E5RJW4;E5RHA8","Q9NW64;E5RJW4;E5RHA8","Q9NW64;E5RJW4","4;3;1","4;3;1","4;3;1","Pre-mRNA-splicing factor RBM22;Pre-mRNA-splicing factor RBM22 (Fragment)",3,4,4,4
"3842","Q9NWB6","Q9NWB6","Q9NWB6","3","3","3","Arginine and glutamate-rich protein 1",1,3,3,3
"3844","Q9NWH9;H7C3F4;H0YMM0;H7BXE3;H0YKH2;H0YLW7;H0YMW8;H0YNF3;H0YMR6;H0YLE6;H0YL55","Q9NWH9;H7C3F4;H0YMM0;H7BXE3;H0YKH2;H0YLW7;H0YMW8;H0YNF3;H0YMR6;H0YLE6;H0YL55","Q9NWH9;H7C3F4","11;8;4;4;3;2;2;2;2;2;2","11;8;4;4;3;2;2;2;2;2;2","11;8;4;4;3;2;2;2;2;2;2","SAFB-like transcription modulator;SAFB-like transcription modulator (Fragment)",11,11,11,11
"3845","Q9NWR8","Q9NWR8","Q9NWR8","1","1","1","Calcium uniporter regulatory subunit MCUb, mitochondrial",1,1,1,1
"3846","Q9NX20;E9PI14","Q9NX20;E9PI14","Q9NX20","4;1","4;1","4;1","39S ribosomal protein L16, mitochondrial",2,4,4,4
"3847","Q9NX24;D6RC52;D6RCB9;J3QSY4;H0YC83","Q9NX24;D6RC52;D6RCB9;J3QSY4;H0YC83","Q9NX24;D6RC52;D6RCB9;J3QSY4","4;3;3;2;1","4;3;3;2;1","4;3;3;2;1","H/ACA ribonucleoprotein complex subunit 2;Ribonucloprotein (Fragment);Ribonucloprotein (Fragment);Ribonucloprotein",5,4,4,4
"3848","Q9NX40;D6RDK6;D6RBN5;D6RG39;D6RIT9;D6R918;D6RBC5;D6RDI5;D6RI08;D6RA54;D6RC55;D6RDK1;D6RIV2;D6R9T5","Q9NX40;D6RDK6;D6RBN5;D6RG39;D6RIT9;D6R918;D6RBC5;D6RDI5;D6RI08;D6RA54;D6RC55;D6RDK1;D6RIV2;D6R9T5","Q9NX40;D6RDK6;D6RBN5;D6RG39;D6RIT9","4;3;3;2;2;1;1;1;1;1;1;1;1;1","4;3;3;2;2;1;1;1;1;1;1;1;1;1","4;3;3;2;2;1;1;1;1;1;1;1;1;1","OCIA domain-containing protein 1;OCIA domain-containing protein 1 (Fragment);OCIA domain-containing protein 1;OCIA domain-containing protein 1 (Fragment);OCIA domain-containing protein 1 (Fragment)",14,4,4,4
"3849","Q9NX46","Q9NX46","Q9NX46","4","4","4","ADP-ribose glycohydrolase ARH3",1,4,4,4
"3850","Q9NX47","Q9NX47","Q9NX47","3","3","3","E3 ubiquitin-protein ligase MARCHF5",1,3,3,3
"3851","Q9NX58;D6RDJ1","Q9NX58;D6RDJ1","Q9NX58","5;2","5;2","5;2","Cell growth-regulating nucleolar protein",2,5,5,5
"3852","Q9NX62","Q9NX62","Q9NX62","2","2","2","Golgi-resident adenosine 3,5-bisphosphate 3-phosphatase",1,2,2,2
"3853","Q9NXA8","Q9NXA8","Q9NXA8","1","1","1","NAD-dependent protein deacylase sirtuin-5, mitochondrial",1,1,1,1
"3854","Q9NXC2","Q9NXC2","Q9NXC2","2","2","2","Glucose-fructose oxidoreductase domain-containing protein 1",1,2,2,2
